school,professor,old_summary_length,new_summary_length,display_summary
서울대학교,전헌수,149,53,"전헌수 교수님은 응집 물질 물리, 나노 물리와 나노 광자학, 마이크로 광구조 분야를 연구합니다."
서울대학교,정성훈,217,48,"정성훈 교수님은 핵 / 입자 물리와 우주론, 입자현상론, 양자우주론 분야를 연구합니다."
서울대학교,정현석,87,47,"정현석 교수님은 원자 / 분자 및 광 물리, 양자정보, 양자컴퓨팅 분야를 연구합니다."
서울대학교,최석봉,194,47,"최석봉 교수님은 응집 물질 물리, 나노 물리와 나노 광자학, 자성 분야를 연구합니다."
서울대학교,최선호,187,48,"최선호 교수님은 핵 / 입자 물리와 우주론, 원자물리, 초저온 원자 분야를 연구합니다."
서울대학교,최재원,133,43,"최재원 교수님은 응집 물질 물리, 양자물질, 저차원 양자계 분야를 연구합니다."
서울대학교,최현용,114,48,"최현용 교수님은 응집 물질 물리, 나노 물리와 나노 광자학, 레이저 분야를 연구합니다."
서울대학교,홍성철,192,38,"홍성철 교수님은 생물 물리, 생물물리, 바이오물리 분야를 연구합니다."
서울대학교,홍승훈,129,50,"홍승훈 교수님은 응집 물질 물리, 생물 물리, 나노 물리와 나노 광자학 분야를 연구합니다."
서울대학교,강찬희,138,37,"강찬희 교수님은 분자생물학, 세포생물학, 유전학 분야를 연구합니다."
서울대학교,고준석,141,37,"고준석 교수님은 분자생물학, 생물물리학, 생화학 분야를 연구합니다."
서울대학교,공영윤,146,42,"공영윤 교수님은 발달 및 발생생물학, 세포생물학, 유전학 분야를 연구합니다."
서울대학교,김빛내리,131,38,"김빛내리 교수님은 바이러스학, 분자생물학, 생화학 분야를 연구합니다."
서울대학교,김재범,137,37,"김재범 교수님은 분자생물학, 세포생물학, 유전학 분야를 연구합니다."
서울대학교,김종서,137,36,"김종서 교수님은 생화학, 세포생물학, 단백체학 분야를 연구합니다."
서울대학교,김진홍,125,40,"김진홍 교수님은 분자생물학, 세포생물학, 분자재생의학 분야를 연구합니다."
서울대학교,김현아,150,37,"김현아 교수님은 분자생물학, 생화학, 세포생물학 분야를 연구합니다."
서울대학교,김형,146,39,"김형 교수님은 분자생물학, 신경생물학, 인지신경과학 분야를 연구합니다."
서울대학교,노성훈,164,37,"노성훈 교수님은 분자생물학, 생물물리학, 생화학 분야를 연구합니다."
서울대학교,노유선,158,43,"노유선 교수님은 발달 및 발생생물학, 분자생물학, 식물과학 분야를 연구합니다."
서울대학교,라젠드라 카르키,147,42,"라젠드라 카르키 교수님은 면역학, 분자생물학, 세포생물학 분야를 연구합니다."
서울대학교,마틴 슈타이네거,187,65,"마틴 슈타이네거 교수님은 생물정보학, 복잡한 유전체 및 단백질체 분석, 단백질 기능 및 구조 예측 분야를 연구합니다."
서울대학교,박상우,144,38,"박상우 교수님은 생물정보학, 생태학, 감염병모델링 분야를 연구합니다."
서울대학교,박주홍,168,36,"박주홍 교수님은 면역학, 미생물학, 분자생물학 분야를 연구합니다."
서울대학교,백대현,139,38,"백대현 교수님은 생물정보학, 유전체학, 전산생물학 분야를 연구합니다."
서울대학교,백민경,138,39,"백민경 교수님은 분자생물학, 생물정보학, 계산생물학 분야를 연구합니다."
서울대학교,백성희,129,37,"백성희 교수님은 분자생물학, 세포생물학, 유전학 분야를 연구합니다."
서울대학교,석영재,129,37,"석영재 교수님은 미생물학, 생화학, 미생물생리학 분야를 연구합니다."
서울대학교,설재홍,132,37,"설재홍 교수님은 분자생물학, 생화학, 세포생물학 분야를 연구합니다."
서울대학교,신근유,142,42,"신근유 교수님은 면역학, 발달 및 발생생물학, 신경생물학 분야를 연구합니다."
서울대학교,신승관,133,39,"신승관 교수님은 계통분류학, 분자생물학, 생물정보학 분야를 연구합니다."
서울대학교,신혜영,173,61,"신혜영 교수님은 신경생물학, 뇌는 단순히 감각 정보를 수집하는 데서 멈추지 않고, 생명과학 분야를 연구합니다."
서울대학교,심지원,149,40,"심지원 교수님은 면역학, 발달 및 발생생물학, 유전학 분야를 연구합니다."
서울대학교,안광석,134,37,"안광석 교수님은 면역학, 바이러스학, 세포생물학 분야를 연구합니다."
서울대학교,윤태영,187,37,"윤태영 교수님은 분자생물학, 생물물리학, 생화학 분야를 연구합니다."
서울대학교,이유리,142,43,"이유리 교수님은 발달 및 발생생물학, 세포생물학, 식물과학 분야를 연구합니다."
서울대학교,이은주,102,42,"이은주 교수님은 생태학, 식물생태학, 환경/기후/지속가능 분야를 연구합니다."
서울대학교,이일하,156,43,"이일하 교수님은 발달 및 발생생물학, 분자생물학, 식물과학 분야를 연구합니다."
서울대학교,이준호,149,44,"이준호 교수님은 발달 및 발생생물학, 분자생물학, 신경생물학 분야를 연구합니다."
서울대학교,이지영,133,43,"이지영 교수님은 발달 및 발생생물학, 생물정보학, 식물과학 분야를 연구합니다."
서울대학교,이현숙,153,44,"이현숙 교수님은 발달 및 발생생물학, 분자생물학, 세포생물학 분야를 연구합니다."
서울대학교,이홍균,143,37,"이홍균 교수님은 면역학, 신경생물학, 신경면역학 분야를 연구합니다."
서울대학교,임영운,135,36,"임영운 교수님은 계통분류학, 생태학, 유전체학 분야를 연구합니다."
서울대학교,장원열,144,40,"장원열 교수님은 분자생물학, 세포생물학, 세포 생물학 분야를 연구합니다."
서울대학교,장혜식,134,40,"장혜식 교수님은 생물정보학, 유전체학, 양적분자생물학 분야를 연구합니다."
서울대학교,정종경,167,39,"정종경 교수님은 분자생물학, 세포생물학, 신경생물학 분야를 연구합니다."
서울대학교,정충원,138,36,"정충원 교수님은 생물정보학, 생태학, 유전체학 분야를 연구합니다."
서울대학교,조형택,175,38,"조형택 교수님은 세포생물학, 식물과학, 세포분화학 분야를 연구합니다."
서울대학교,주용성,156,36,"주용성 교수님은 생태학, 식물과학, 진화생물학 분야를 연구합니다."
서울대학교,최명환,129,35,"최명환 교수님은 신경생물학, 뇌과학, 뇌공학 분야를 연구합니다."
서울대학교,최석우,114,38,"최석우 교수님은 신경생물학, 신경생리학, 예측행동 분야를 연구합니다."
서울대학교,최성화,144,43,"최성화 교수님은 미생물학, 발달 및 발생생물학, 분자생물학 분야를 연구합니다."
서울대학교,최연희,154,44,"최연희 교수님은 발달 및 발생생물학, 분자생물학, 생물정보학 분야를 연구합니다."
서울대학교,최희정,148,37,"최희정 교수님은 분자생물학, 생물물리학, 생화학 분야를 연구합니다."
서울대학교,허원기,133,36,"허원기 교수님은 미생물학, 생화학, 세포생물학 분야를 연구합니다."
서울대학교,현유봉,136,37,"현유봉 교수님은 분자생물학, 식물과학, 유전체학 분야를 연구합니다."
서울대학교,황대희,175,38,"황대희 교수님은 생물정보학, 시스템생물학, 유전체 분야를 연구합니다."
서울대학교,황수석,156,37,"황수석 교수님은 면역학, 분자생물학, 생물정보학 분야를 연구합니다."
서울대학교,Gerald Trutnau,146,50,"Gerald Trutnau 교수님은 확률과정, 확률해석, 마르코프 과정 분야를 연구합니다."
서울대학교,Otto van Koert,111,52,"Otto van Koert 교수님은 편미분방정식, 심플렉틱 기하, 위상수학 분야를 연구합니다."
서울대학교,강명주,161,40,"강명주 교수님은 수치해석, 이미지 처리, 계산유체역학 분야를 연구합니다."
서울대학교,강정수,163,51,"강정수 교수님은 심플렉틱 기하, 반도체 회로/SoC/AI하드웨어, 기하학 분야를 연구합니다."
서울대학교,국웅,159,37,"국웅 교수님은 리 대수, 리 초대수, 매트로이드 분야를 연구합니다."
서울대학교,권재훈,173,36,"권재훈 교수님은 표현론, 리 대수, 리 초대수 분야를 연구합니다."
서울대학교,김기현,210,42,"김기현 교수님은 편미분방정식, 해석학, 비선형 분산방정식 분야를 연구합니다."
서울대학교,김다노,193,36,"김다노 교수님은 대수기하, 모듈라이, 복소기하 분야를 연구합니다."
서울대학교,김도형,136,29,"김도형 교수님은 정수론, 산술기하 분야를 연구합니다."
서울대학교,김판기,71,35,"김판기 교수님은 확률론, 확률과정, 확률해석 분야를 연구합니다."
서울대학교,박종일,117,37,"박종일 교수님은 4차원 다양체, 저차원 위상수학 분야를 연구합니다."
서울대학교,박형빈,280,35,"박형빈 교수님은 확률론, 확률과정, 확률해석 분야를 연구합니다."
서울대학교,변동호,235,35,"변동호 교수님은 정수론, 산술기하, 타원곡선 분야를 연구합니다."
서울대학교,변성수,115,29,"변성수 교수님은 확률론, 확률과정 분야를 연구합니다."
서울대학교,변순식,119,41,"변순식 교수님은 편미분방정식, PDE 정칙성, 함수해석 분야를 연구합니다."
서울대학교,서의린,144,35,"서의린 교수님은 수리물리, 표현론, 양자대수 분야를 연구합니다."
서울대학교,서인석,140,48,"서인석 교수님은 확률론, 확률과정, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
서울대학교,오병권,194,35,"오병권 교수님은 정수론, 산술기하, 이차형식 분야를 연구합니다."
서울대학교,오정석,129,36,"오정석 교수님은 대수기하, 모듈라이, 복소기하 분야를 연구합니다."
서울대학교,오창근,88,36,"오창근 교수님은 리 대수, 리 초대수, 정수론 분야를 연구합니다."
서울대학교,유필상,250,36,"유필상 교수님은 대수기하, 모듈라이, 수리물리 분야를 연구합니다."
서울대학교,이계선,303,50,"이계선 교수님은 리 대수, 리 초대수, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
서울대학교,이기암,108,43,"이기암 교수님은 편미분방정식, 비선형 PDE, 자유경계문제 분야를 연구합니다."
서울대학교,이다빈,240,37,"이다빈 교수님은 정수계획법, 조합최적화, 최적화 분야를 연구합니다."
서울대학교,이상혁,147,52,"이상혁 교수님은 편미분방정식, 해석학, Fourier analysis 인접 분야를 연구합니다."
서울대학교,이승진,247,40,"이승진 교수님은 대수적 조합론, 조합표현론, 대수기하 분야를 연구합니다."
서울대학교,이훈희,116,34,"이훈희 교수님은 양자군, 확률론, 확률과정 분야를 연구합니다."
서울대학교,임선희,133,39,"임선희 교수님은 리 대수, 리 초대수, 위상자료분석 분야를 연구합니다."
서울대학교,정자아,224,51,"정자아 교수님은 작용소대수, 비가환기하, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
서울대학교,천정희,93,34,"천정희 교수님은 정수론, 산술기하, 암호학 분야를 연구합니다."
서울대학교,하승열,303,39,"하승열 교수님은 리 대수, 리 초대수, 편미분방정식 분야를 연구합니다."
서울대학교,현동훈,136,36,"현동훈 교수님은 대수기하, 모듈라이, 복소기하 분야를 연구합니다."
서울대학교,홍영준,149,36,"홍영준 교수님은 과학계산, 머신러닝, 수치해석 분야를 연구합니다."
서울대학교,홍진,108,36,"홍진 교수님은 암호학, 대수암호, 격자기반암호 분야를 연구합니다."
서울대학교,황준호,160,29,"황준호 교수님은 정수론, 산술기하 분야를 연구합니다."
서울대학교,강기석,303,40,"강기석 교수님은 재료공학, 리튬이차전지, 양극재 설계 분야를 연구합니다."
서울대학교,강기훈,303,45,"강기훈 교수님은 재료공학, 유기반도체 수송, 파이 공액 고분자 분야를 연구합니다."
서울대학교,강동민,303,53,"강동민 교수님은 재료공학, 혼합 이온-전자 전도체, 전기화학 활성 에너지소재 분야를 연구합니다."
서울대학교,강승균,293,47,"강승균 교수님은 환경/기후/지속가능, 재료공학, 생분해성 전자소자 분야를 연구합니다."
서울대학교,곽승엽,303,45,"곽승엽 교수님은 재료공학, 수처리 분리막, 친환경 고분자 소재 분야를 연구합니다."
서울대학교,권민상,303,49,"권민상 교수님은 환경/기후/지속가능, 재료공학, 지속가능 고분자 합성 분야를 연구합니다."
서울대학교,김미영,360,66,"김미영 교수님은 이차전지 소재 전자현미경 분석, Li-rich 양극재 redox 메커니즘, 재료공학 분야를 연구합니다."
서울대학교,김상국,244,46,"김상국 교수님은 재료공학, 스핀파 동역학, 자기 소용돌이 동역학 분야를 연구합니다."
서울대학교,김상범,303,67,"김상범 교수님은 반도체 회로/SoC/AI하드웨어, 재료공학, 아날로그 compute-in-memory 분야를 연구합니다."
서울대학교,김영은,244,50,"김영은 교수님은 재료공학, 신속 핵산 진단, 자극응답성 하이브리드 소재 분야를 연구합니다."
